"year","sp","tree","position","resist.value","elev.m","distance.ln.m","dbh.ln.cm","height.ln.m","position_all","TWI"
"1999","qual","32138","canopy",0.88,275,2.73848713352812,4.12398253819261,3.39994243092955,"co-dominant",7.37177286448108
"1966","qual","102371","canopy",0.89,311,5.15008893304624,4.24966214289138,3.46881485430448,"co-dominant",6.14033479155846
"1977","qual","102371","canopy",0.74,311,5.15008893304624,4.27240756380182,3.4812793449634,"co-dominant",6.14033479155846
"1999","qual","102371","canopy",0.88,311,5.15008893304624,4.32139237672478,3.50812302244518,"co-dominant",6.14033479155846
"1966","qual","172036","canopy",1.27,301,4.22462619281419,3.74536037668901,3.19245748642558,"co-dominant",5.74309719906655
"1977","qual","172036","canopy",0.88,301,4.22462619281419,3.80127463551969,3.22309850026479,"co-dominant",5.74309719906655
"1999","qual","172036","canopy",0.91,301,4.22462619281419,3.85563115932319,3.25288587530911,"co-dominant",5.74309719906655
"1966","qual","70069","canopy",0.72,306,4.2850349463074,4.02095459928459,3.34348312040795,"dominant",5.17439670143025
"1977","qual","70069","canopy",0.89,306,4.2850349463074,4.06605681338867,3.36819913373699,"dominant",5.17439670143025
"1999","qual","70069","canopy",0.61,306,4.2850349463074,4.15243809651018,3.41553607688758,"dominant",5.17439670143025
"1966","qual","90752","canopy",0.92,285,3.25469063241266,3.69277583159176,3.16364115571229,"co-dominant",11.4141513564485
"1977","qual","90752","canopy",0.97,285,3.25469063241266,3.73790233903542,3.18837048179141,"co-dominant",11.4141513564485
"1999","qual","90752","canopy",0.6,285,3.25469063241266,3.83640087643896,3.24234768028855,"co-dominant",11.4141513564485
"1966","qual","102271","canopy",1.03,310,4.69639994041215,4.19497488495291,3.43884623695419,"co-dominant",7.61862787341882
"1977","qual","102271","canopy",0.81,310,4.69639994041215,4.22485658050775,3.45522140611825,"co-dominant",7.61862787341882
"1999","qual","102271","canopy",0.94,310,4.69639994041215,4.26447930037039,3.47693465660297,"co-dominant",7.61862787341882
"1966","qupr","60348","canopy",1.09,291,3.9767440585787,3.89954573362003,3.36855884594864,"dominant",5.90047666988397
"1977","qupr","60348","canopy",0.86,291,3.9767440585787,3.92020206364228,3.38407174979535,"dominant",5.90047666988397
"1999","qupr","60348","canopy",1.08,291,3.9767440585787,3.99365025616583,3.43923134238054,"dominant",5.90047666988397
"1966","qupr","90653","canopy",1.18,292,4.36472773119927,3.58276013289965,3.13065285980764,"co-dominant",4.95242397191513
"1977","qupr","90653","canopy",0.83,292,4.36472773119927,3.62386399816561,3.16152186262238,"co-dominant",4.95242397191513
"1999","qupr","90653","canopy",0.82,292,4.36472773119927,3.71225238262922,3.22790153935454,"co-dominant",4.95242397191513
"1966","qupr","40538","canopy",1.07,295,3.95632114830167,3.75166769433506,3.25750243844563,"co-dominant",5.45450982156068
"1977","qupr","40538","canopy",0.85,295,3.95632114830167,3.82138553447579,3.30986053639132,"co-dominant",5.45450982156068
"1999","qupr","40538","canopy",0.88,295,3.95632114830167,3.91624659515477,3.38110119296123,"co-dominant",5.45450982156068
"1966","qupr","60333","canopy",1.06,294,4.07445190509916,3.30086692672469,2.91895106197024,"co-dominant",5.20224050326214
"1977","qupr","60333","canopy",0.79,294,4.07445190509916,3.40596466568627,2.99787946393039,"co-dominant",5.20224050326214
"1999","qupr","60333","canopy",0.87,294,4.07445190509916,3.51731341255638,3.08150237282984,"co-dominant",5.20224050326214
"1966","qupr","40529","canopy",0.88,296,3.98690825043017,3.68906020296346,3.21048421242556,"co-dominant",5.50207901756649
"1977","qupr","40529","canopy",1.16,296,3.98690825043017,3.72476475942576,3.23729833432874,"co-dominant",5.50207901756649
"1999","qupr","40529","canopy",1.12,296,3.98690825043017,3.81536006459918,3.30533540851398,"co-dominant",5.50207901756649
"1966","qupr","50323","canopy",0.96,294,3.94549675305226,3.77795339729746,3.27724300137039,"co-dominant",5.46642900909714
"1977","qupr","50323","canopy",0.91,294,3.94549675305226,3.86045429391832,3.33920117473266,"co-dominant",5.46642900909714
"1999","qupr","50323","canopy",0.86,294,3.94549675305226,3.95183741815439,3.40782990103395,"co-dominant",5.46642900909714
"1966","qupr","60187","canopy",0.95,290,3.99433665738983,3.93443974837057,3.3947642510263,"co-dominant",6.08007343553716
"1977","qupr","60187","canopy",0.94,290,3.99433665738983,3.97402329978093,3.42449149813547,"co-dominant",6.08007343553716
"1999","qupr","60187","canopy",0.98,290,3.99433665738983,4.05187707102378,3.48295968033886,"co-dominant",6.08007343553716
"1966","qupr","60161","canopy",1.03,293,4.17938739237544,4.34218109088405,3.70097799925392,"co-dominant",6.08124612028015
"1977","qupr","60161","canopy",0.7,293,4.17938739237544,4.36734564668996,3.71987658066416,"co-dominant",6.08124612028015
"1999","qupr","60161","canopy",0.95,293,4.17938739237544,4.41867438651982,3.75842446427639,"co-dominant",6.08124612028015
"1966","qupr","70334","canopy",1.23,301,4.52983442305175,3.83832730700671,3.32258380756204,"co-dominant",5.58118299893624
"1977","qupr","70334","canopy",1.03,301,4.52983442305175,3.90453031328248,3.37230226527514,"co-dominant",5.58118299893624
"1999","qupr","70334","canopy",1.16,301,4.52983442305175,4.01853130383604,3.45791700918086,"co-dominant",5.58118299893624
"1966","qupr","192070","canopy",1.16,312,4.75519324718805,3.80394576858399,3.29676327220657,"co-dominant",5.60810058950691
"1977","qupr","192070","canopy",0.69,312,4.75519324718805,3.85240037982593,3.33315268524928,"co-dominant",5.60810058950691
"1999","qupr","192070","canopy",1.29,312,4.75519324718805,3.89966911148612,3.36865150272608,"co-dominant",5.60810058950691
"1966","qupr","192068","canopy",1.01,312,4.6797045661212,3.80156536249948,3.29497558723711,"co-dominant",5.7830788689162
"1977","qupr","192068","canopy",1.05,312,4.6797045661212,3.83528237809105,3.32029706594638,"co-dominant",5.7830788689162
"1999","qupr","192068","canopy",1.41,312,4.6797045661212,3.90203089543362,3.37042520247065,"co-dominant",5.7830788689162
"1966","qupr","192130","canopy",1.22,311,5.10746584213493,3.26529553100421,2.89223694378416,"co-dominant",6.25561898561313
"1977","qupr","192130","canopy",0.95,311,5.10746584213493,3.34611591928858,2.95293305538573,"co-dominant",6.25561898561313
"1999","qupr","192130","canopy",1.16,311,5.10746584213493,3.48339578733186,3.05603023628622,"co-dominant",6.25561898561313
"1966","qupr","152044","canopy",1.85,296,3.73760062320048,3.19853368269791,2.84209879570613,"co-dominant",4.6309733893452
"1977","qupr","152044","canopy",0.83,296,3.73760062320048,3.29475520875326,2.9143611617737,"co-dominant",4.6309733893452
"1999","qupr","152044","canopy",0.93,296,3.73760062320048,3.4723859934272,3.04776188106383,"co-dominant",4.6309733893452
"1966","qupr","162415","canopy",1.01,319,5.24269386019294,3.29785350804437,2.91668798454132,"co-dominant",5.06279607583424
"1977","qupr","162415","canopy",0.59,319,5.24269386019294,3.39846106973144,2.99224426336831,"co-dominant",5.06279607583424
"1999","qupr","162415","canopy",1,319,5.24269386019294,3.51670862381924,3.08104817648825,"co-dominant",5.06279607583424
"1966","qupr","192074","canopy",1.14,312,4.74568918377637,3.34952349416403,2.95549214411719,"co-dominant",5.76435812169259
"1977","qupr","192074","canopy",0.73,312,4.74568918377637,3.45637819391665,3.03574002363141,"co-dominant",5.76435812169259
"1999","qupr","192074","canopy",1,312,4.74568918377637,3.59912279024144,3.14294121547132,"co-dominant",5.76435812169259
"1966","qupr","172517","canopy",1.15,322,5.35743048030494,2.68261605856818,2.4546446599847,"co-dominant",4.99422412481021
"1977","qupr","172517","canopy",0.71,322,5.35743048030494,2.76296207496524,2.51498451829889,"co-dominant",4.99422412481021
"1999","qupr","172517","canopy",0.91,322,5.35743048030494,2.90181077694373,2.61925989348474,"co-dominant",4.99422412481021
"1966","qupr","202230","canopy",1.01,316,4.26418227389776,3.89794042449324,3.36735325879443,"co-dominant",4.24025759396477
"1977","qupr","202230","canopy",0.8,316,4.26418227389776,3.935233593139,3.39536042844739,"co-dominant",4.24025759396477
"1999","qupr","202230","canopy",0.87,316,4.26418227389776,3.99441685646054,3.43980705920187,"co-dominant",4.24025759396477
"1966","qupr","10731","canopy",1.16,289,4.13375902673549,4.036464477116,3.47138482231412,"co-dominant",4.30621934800701
"1977","qupr","10731","canopy",0.86,289,4.13375902673549,4.05689170891508,3.48672567339522,"co-dominant",4.30621934800701
"1999","qupr","10731","canopy",0.63,289,4.13375902673549,4.09463693140853,3.51507233548781,"co-dominant",4.30621934800701
"1966","qupr","142602","canopy",1.05,325,5.34652202160978,3.94908280268557,3.40576118481686,"co-dominant",5.42796882117211
"1977","qupr","142602","canopy",0.67,325,5.34652202160978,3.98137923208614,3.43001580329669,"co-dominant",5.42796882117211
"1999","qupr","142602","canopy",0.88,325,5.34652202160978,4.04116513052152,3.47491501302166,"co-dominant",5.42796882117211
"1966","qupr","111240","canopy",0.95,295,4.17544312752993,3.05372974074475,2.7333510352993,"co-dominant",5.27903513600469
"1977","qupr","111240","canopy",0.92,295,4.17544312752993,3.09962258692694,2.76781656278213,"co-dominant",5.27903513600469
"1999","qupr","111240","canopy",1.13,295,4.17544312752993,3.22827715137342,2.86443614068144,"co-dominant",5.27903513600469
"1966","qupr","32381","canopy",1.19,283,4.15063330327132,4.25786072248801,3.6376534025885,"co-dominant",3.59889030154819
"1977","qupr","32381","canopy",0.85,283,4.15063330327132,4.29358383139544,3.66448145737798,"co-dominant",3.59889030154819
"1999","qupr","32381","canopy",0.93,283,4.15063330327132,4.36460658877166,3.71781954816752,"co-dominant",3.59889030154819
"1966","qupr","22064","canopy",1.17,281,3.16349302378712,4.11836129523053,3.53288933271813,"co-dominant",6.44815646253443
"1977","qupr","22064","canopy",0.92,281,3.16349302378712,4.14859879894022,3.5555976980041,"co-dominant",6.44815646253443
"1999","qupr","22064","canopy",0.74,281,3.16349302378712,4.19978029590917,3.59403500222778,"co-dominant",6.44815646253443
"1966","qupr","111196","canopy",0.99,296,4.37885017147282,3.7091679876882,3.22558515875384,"co-dominant",6.01167081968048
"1977","qupr","111196","canopy",0.65,296,4.37885017147282,3.7430858586912,3.25105747987709,"co-dominant",6.01167081968048
"1999","qupr","111196","canopy",0.66,296,4.37885017147282,3.81522574889668,3.30523453742141,"co-dominant",6.01167081968048
"1966","qupr","80458","canopy",1.05,298,4.56419336973087,4.0210273175088,3.45979151544911,"co-dominant",6.50560195454488
"1977","qupr","80458","canopy",0.66,298,4.56419336973087,4.07090332556435,3.49724839749883,"co-dominant",6.50560195454488
"1999","qupr","80458","canopy",1.19,298,4.56419336973087,4.14698115655711,3.55438284857439,"co-dominant",6.50560195454488
"1966","qupr","142583","canopy",1.01,325,5.32485166045462,3.74390409073773,3.25167197214404,"co-dominant",5.69924467208588
"1977","qupr","142583","canopy",1.2,325,5.32485166045462,3.76305881378271,3.26605716915082,"co-dominant",5.69924467208588
"1999","qupr","142583","canopy",0.76,325,5.32485166045462,3.84280105089726,3.32594358922384,"co-dominant",5.69924467208588
"1966","qupr","10726","canopy",0.98,291,4.24412254937159,4.16760374870121,3.56987041527461,"co-dominant",3.7058880961669
"1977","qupr","10726","canopy",0.99,291,4.24412254937159,4.1902347228358,3.58686627684968,"co-dominant",3.7058880961669
"1999","qupr","10726","canopy",0.87,291,4.24412254937159,4.23745184634674,3.6223263366064,"co-dominant",3.7058880961669
"1966","qupr","22031","canopy",1.01,283,3.2538838630731,4.05636504291083,3.48633014722603,"co-dominant",4.45816193188351
"1977","qupr","22031","canopy",0.67,283,3.2538838630731,4.09737039905817,3.51712516969269,"co-dominant",4.45816193188351
"1999","qupr","22031","canopy",0.73,283,3.2538838630731,4.17400440527737,3.57467730836331,"co-dominant",4.45816193188351
"1966","quru","50274","canopy",1.2,297,4.24742428869503,3.65925226964623,3.12038145972144,"co-dominant",5.76544280836423
"1977","quru","50274","canopy",0.97,297,4.24742428869503,3.73867342436781,3.16271293518805,"co-dominant",5.76544280836423
"1999","quru","50274","canopy",0.97,297,4.24742428869503,3.87042228049271,3.23293507550262,"co-dominant",5.76544280836423
"1966","quru","150890","canopy",0.93,313,4.75652085983387,4.08808944358273,3.3489516734296,"co-dominant",6.14405558027406
"1977","quru","150890","canopy",1.44,313,4.75652085983387,4.16802579467739,3.39155774856305,"co-dominant",6.14405558027406
"1999","quru","150890","canopy",0.86,313,4.75652085983387,4.2768819313792,3.44957806942512,"co-dominant",6.14405558027406
"1966","quru","80233","canopy",0.97,308,4.74277225547815,4.13572511014404,3.37434148370677,"co-dominant",4.94711048193173
"1977","quru","80233","canopy",0.96,308,4.74277225547815,4.18146531986923,3.3987210154903,"co-dominant",4.94711048193173
"1999","quru","80233","canopy",1.12,308,4.74277225547815,4.24171219951063,3.43083260233916,"co-dominant",4.94711048193173
"1966","quru","100771","canopy",0.9,313,5.01241389673829,4.23378847274684,3.42660925597407,"co-dominant",5.75638373666956
"1977","quru","100771","canopy",0.81,313,5.01241389673829,4.28997224828222,3.45655520833442,"co-dominant",5.75638373666956
"1999","quru","100771","canopy",0.6,313,5.01241389673829,4.42268270188714,3.52728988010584,"co-dominant",5.75638373666956
"1966","quru","151021","canopy",1.06,308,4.62321992581384,3.57885726165002,3.07753092045946,"co-dominant",5.14242376238959
"1977","quru","151021","canopy",0.89,308,4.62321992581384,3.66770340940163,3.12488591721107,"co-dominant",5.14242376238959
"1999","quru","151021","canopy",0.94,308,4.62321992581384,3.84175103713393,3.21765330279239,"co-dominant",5.14242376238959
"1966","quru","110811","canopy",0.8,316,5.00835655867576,3.80391797107956,3.19748827858541,"co-dominant",5.5533544098495
"1977","quru","110811","canopy",0.84,316,5.00835655867576,3.88062826565724,3.23837486559531,"co-dominant",5.5533544098495
"1999","quru","110811","canopy",0.76,316,5.00835655867576,4.0253844964972,3.31552993663301,"co-dominant",5.5533544098495
"1966","quru","121305","canopy",0.84,302,4.64016690759639,4.15078992424045,3.38237102962016,"co-dominant",5.54809147748176
"1977","quru","121305","canopy",0.82,302,4.64016690759639,4.19994548709668,3.40857094462253,"co-dominant",5.54809147748176
"1999","quru","121305","canopy",0.76,302,4.64016690759639,4.26292571676954,3.44213940703816,"co-dominant",5.54809147748176
"1966","quru","60353","canopy",0.9,291,4.09362100022003,3.49869369209743,3.03480373788793,"co-dominant",6.16690302170989
"1977","quru","60353","canopy",0.64,291,4.09362100022003,3.5796983856514,3.07797923955219,"co-dominant",6.16690302170989
"1999","quru","60353","canopy",0.89,291,4.09362100022003,3.63875677641061,3.10945736182685,"co-dominant",6.16690302170989
"1966","quru","60116","canopy",0.86,300,4.37108882992329,3.36167474587663,2.96177263955224,"co-dominant",5.24075193522206
"1977","quru","60116","canopy",0.56,300,4.37108882992329,3.42649394101786,2.99632127056252,"co-dominant",5.24075193522206
"1999","quru","60116","canopy",1.08,300,4.37108882992329,3.54884581291351,3.0615348182829,"co-dominant",5.24075193522206
"1966","quru","80235","canopy",0.6,309,4.78330629864129,4.18814063124396,3.40227895645303,"co-dominant",5.05140445460045
"1977","quru","80235","canopy",0.99,309,4.78330629864129,4.24781117160515,3.43408335446555,"co-dominant",5.05140445460045
"1999","quru","80235","canopy",0.86,309,4.78330629864129,4.32717114070569,3.47638221799613,"co-dominant",5.05140445460045
"1977","quru","110331","canopy",1.1,315,4.88156378202165,2.77618883563408,2.64970864939296,"co-dominant",6.37697546357426
"1999","quru","110331","canopy",0.82,315,4.88156378202165,3.01728047887326,2.77821049523945,"co-dominant",6.37697546357426
"1966","quru","70126","canopy",0.88,304,4.57908652388386,4.21607825782007,3.4171697114181,"co-dominant",4.91449329934227
"1977","quru","70126","canopy",1.13,304,4.57908652388386,4.26322229556069,3.44229748353385,"co-dominant",4.91449329934227
"1999","quru","70126","canopy",0.87,304,4.57908652388386,4.33854896000795,3.48244659568424,"co-dominant",4.91449329934227
"1966","quru","70096","canopy",0.78,305,4.46218933754733,4.2348931640941,3.42719805646215,"co-dominant",5.29915308340679
"1977","quru","70096","canopy",0.75,305,4.46218933754733,4.31437507982914,3.46956191754893,"co-dominant",5.29915308340679
"1999","quru","70096","canopy",0.82,305,4.46218933754733,4.40081740502786,3.51563567687985,"co-dominant",5.29915308340679
"1966","quru","80316","canopy",0.85,304,4.68657426160468,4.2151599922775,3.41668027588391,"dominant",5.67667480930011
"1977","quru","80316","canopy",1.17,304,4.68657426160468,4.27756420482823,3.44994172117345,"dominant",5.67667480930011
"1999","quru","80316","canopy",0.82,304,4.68657426160468,4.34159520385478,3.4840702436546,"dominant",5.67667480930011
"1966","quru","80491","canopy",0.74,296,4.4748561075921,4.8324169714541,3.74567824578503,"dominant",7.96971472460164
"1977","quru","80491","canopy",0.89,296,4.4748561075921,4.85905949967238,3.75987871332538,"dominant",7.96971472460164
"1999","quru","80491","canopy",1.16,296,4.4748561075921,4.89926794931296,3.78130981698381,"dominant",7.96971472460164
"1966","quru","70502","canopy",0.75,293,4.38292493213556,3.89751814182189,3.24737716959107,"co-dominant",8.14819317476704
"1977","quru","70502","canopy",1.01,293,4.38292493213556,3.93904032944332,3.26950849559329,"co-dominant",8.14819317476704
"1999","quru","70502","canopy",0.76,293,4.38292493213556,3.99837127954938,3.30113189199982,"co-dominant",8.14819317476704
"1966","quru","70407","canopy",1.1,293,4.26606646194997,3.93606531624064,3.26792281355626,"dominant",6.06817807105096
"1977","quru","70407","canopy",0.82,293,4.26606646194997,4.01274106115757,3.30879098559699,"dominant",6.06817807105096
"1999","quru","70407","canopy",0.98,293,4.26606646194997,4.13421568238191,3.37353695870956,"dominant",6.06817807105096
"1966","quru","70421","canopy",0.97,292,4.2669368901229,3.83976680696244,3.21659570811098,"co-dominant",7.31439897210747
"1977","quru","70421","canopy",0.82,292,4.2669368901229,3.91308418202561,3.25567386901965,"co-dominant",7.31439897210747
"1999","quru","70421","canopy",1.04,292,4.2669368901229,4.00749979932592,3.30599739304072,"co-dominant",7.31439897210747
"1966","quru","60550","canopy",0.84,285,3.4892343112064,3.83431143165123,3.2136879930701,"co-dominant",5.99833443032023
"1977","quru","60550","canopy",0.89,285,3.4892343112064,3.86292015217651,3.22893644111008,"co-dominant",5.99833443032023
"1999","quru","60550","canopy",0.86,285,3.4892343112064,3.91644835663183,3.25746697408476,"co-dominant",5.99833443032023
"1977","quru","161524","canopy",1.06,300,1.15658093466213,3.06135523661009,2.80170234111318,"co-dominant",7.07326294278574
"1999","quru","161524","canopy",0.86,300,1.15658093466213,3.30135017332726,2.92961964238343,"co-dominant",7.07326294278574
"1966","quru","161576","canopy",0.92,298,2.43958803920599,3.71524761787328,3.15022698032646,"dominant",6.61642811021029
"1977","quru","161576","canopy",0.79,298,2.43958803920599,3.81294076379676,3.20229742710367,"dominant",6.61642811021029
"1999","quru","161576","canopy",0.85,298,2.43958803920599,3.93024627385104,3.2648212639626,"dominant",6.61642811021029
"1966","quru","172202","canopy",1.01,303,3.30261104129767,3.89757926270118,3.24740974701973,"co-dominant",5.50164765547052
"1977","quru","172202","canopy",1.4,303,3.30261104129767,3.93239304871067,3.26596549496279,"co-dominant",5.50164765547052
"1999","quru","172202","canopy",0.91,303,3.30261104129767,3.96965880825395,3.28582814479936,"co-dominant",5.50164765547052
"1966","quru","122060","canopy",1.11,298,3.60252757310264,3.96136115182812,3.28140549392439,"co-dominant",4.84420541020121
"1977","quru","122060","canopy",0.85,298,3.60252757310264,4.03432346438097,3.32029440651506,"co-dominant",4.84420541020121
"1999","quru","122060","canopy",0.79,298,3.60252757310264,4.12311411944483,3.36761982566409,"co-dominant",4.84420541020121
"1966","quru","111314","canopy",0.77,292,4.00744238086167,4.08677580630613,3.34825150476117,"co-dominant",5.65688089186052
"1977","quru","111314","canopy",0.97,292,4.00744238086167,4.12800950697342,3.37022906721683,"co-dominant",5.65688089186052
"1999","quru","111314","canopy",1.06,292,4.00744238086167,4.20832052886435,3.4130348418847,"co-dominant",5.65688089186052
"1977","quru","82138","canopy",1.45,297,3.88909636211988,3.75840392866733,3.17322929397969,"co-dominant",5.2981946383374
"1999","quru","82138","canopy",0.9,297,3.88909636211988,3.97587472524341,3.28914122855474,"co-dominant",5.2981946383374
"1966","quru","62281","canopy",0.75,296,4.46599322826068,4.23301737135812,3.42619825893388,"co-dominant",6.47846253871462
"1977","quru","62281","canopy",0.77,296,4.46599322826068,4.26645070757427,3.44401822713709,"co-dominant",6.47846253871462
"1999","quru","62281","canopy",1.06,296,4.46599322826068,4.32126002865163,3.47323159527132,"co-dominant",6.47846253871462
"1977","quru","62019","canopy",1.1,283,1.64362376256364,3.89684556476335,3.24701868601887,"co-dominant",4.24466427365863
"1999","quru","62019","canopy",0.97,283,1.64362376256364,4.14314262362819,3.37829501839382,"co-dominant",4.24466427365863
"1966","quru","72396","canopy",1.14,302,5.11249163494448,4.03384376058515,3.32003872439189,"dominant",8.08138899373567
"1977","quru","72396","canopy",0.91,302,5.11249163494448,4.12330909716683,3.36772374878992,"dominant",8.08138899373567
"1999","quru","72396","canopy",0.86,302,5.11249163494448,4.25148988868557,3.43604411066941,"dominant",8.08138899373567
"1966","quru","40649","canopy",1.19,288,3.0915487361667,3.67773584022842,3.13023320284175,"co-dominant",7.58041281319032
"1977","quru","40649","canopy",0.75,288,3.0915487361667,3.77777444383976,3.18355377856659,"co-dominant",7.58041281319032
"1999","quru","40649","canopy",1.35,288,3.0915487361667,3.96789467868491,3.28488786373906,"co-dominant",7.58041281319032
"1966","quru","111252","canopy",1.14,293,3.98291059585065,3.15895321413969,2.85372206313645,"co-dominant",5.10520841331739
"1977","quru","111252","canopy",0.53,293,3.98291059585065,3.24849278504262,2.90144665442771,"co-dominant",5.10520841331739
"1999","quru","111252","canopy",0.98,293,3.98291059585065,3.40180763984219,2.98316347203589,"co-dominant",5.10520841331739
"1966","quru","72140","canopy",0.98,292,3.98548061092333,3.62920248237222,3.1043649231044,"co-dominant",5.03873437153249
"1977","quru","72140","canopy",0.73,292,3.98548061092333,3.69095722799554,3.13728020252162,"co-dominant",5.03873437153249
"1999","quru","72140","canopy",0.85,292,3.98548061092333,3.81957205724517,3.20583190651168,"co-dominant",5.03873437153249
"1966","quru","50499","canopy",0.84,284,3.24625473694498,3.97512105625223,3.28873952298244,"co-dominant",8.19533908742543
"1977","quru","50499","canopy",0.96,284,3.24625473694498,4.02441621458766,3.31501384237522,"co-dominant",8.19533908742543
"1999","quru","50499","canopy",0.76,284,3.24625473694498,4.08921644474418,3.34955236504865,"co-dominant",8.19533908742543
"1966","quru","22336","canopy",1.08,278,3.44641622769742,4.18667802466938,3.40149938714878,"co-dominant",7.41217965961592
"1977","quru","22336","canopy",0.45,278,3.44641622769742,4.24606009563045,3.43315003097103,"co-dominant",7.41217965961592
"1999","quru","22336","canopy",0.74,278,3.44641622769742,4.30961481274356,3.46702469519232,"co-dominant",7.41217965961592
"1977","quru","12460","canopy",0.95,279,4.67728924770986,3.30146135217803,2.92967890071089,"co-dominant",4.72932207882925
"1999","quru","12460","canopy",0.99,279,4.67728924770986,3.53290684227987,3.05303934693517,"co-dominant",4.72932207882925
"1966","quru","62372","canopy",0.84,297,4.90555195129483,3.68724068182925,3.13529928341499,"co-dominant",9.32298829345338
"1977","quru","62372","canopy",0.9,297,4.90555195129483,3.75760715756178,3.17280461498043,"co-dominant",9.32298829345338
"1999","quru","62372","canopy",1.02,297,4.90555195129483,3.88282241412205,3.23954434672705,"co-dominant",9.32298829345338
"1966","quru","121026","canopy",0.99,318,5.22649484161459,3.88461967111494,3.24050228470426,"co-dominant",6.60910817187829
"1977","quru","121026","canopy",0.83,318,5.22649484161459,3.95873954081119,3.28000817525236,"co-dominant",6.60910817187829
"1999","quru","121026","canopy",0.94,318,5.22649484161459,4.05539655425811,3.33152636341957,"co-dominant",6.60910817187829
"1966","quru","190907","canopy",0.93,305,2.01241043383142,4.13067402562907,3.3716492556603,"co-dominant",4.54106527503735
"1977","quru","190907","canopy",0.81,305,2.01241043383142,4.15666788073136,3.38550398042982,"co-dominant",4.54106527503735
"1999","quru","190907","canopy",0.99,305,2.01241043383142,4.20723081206161,3.41245402282884,"co-dominant",4.54106527503735
"1966","quru","40617","canopy",1.07,291,3.64428647063695,3.69790106291325,3.14098126653276,"co-dominant",5.7869521601627
"1977","quru","40617","canopy",0.84,291,3.64428647063695,3.76946919994419,3.17912708357025,"co-dominant",5.7869521601627
"1999","quru","40617","canopy",0.99,291,3.64428647063695,3.90152381268448,3.24951219216083,"co-dominant",5.7869521601627
"1966","quru","82228","canopy",1.23,303,4.68300276720492,3.63539668147582,3.10766643122661,"co-dominant",4.97163881853788
"1977","quru","82228","canopy",1.4,303,4.68300276720492,3.72408784664875,3.15493882226378,"co-dominant",4.97163881853788
"1999","quru","82228","canopy",0.91,303,4.68300276720492,3.93439777998822,3.26703401673372,"co-dominant",4.97163881853788
"1977","quru","142490","canopy",0.89,303,4.54579421295322,3.62484619819055,3.10204302363557,"co-dominant",5.56860458813054
"1999","quru","142490","canopy",1.19,303,4.54579421295322,3.7414888621712,3.16421356353725,"co-dominant",5.56860458813054
"1966","quru","52287","canopy",1.26,292,4.45144416981277,3.75323704305021,3.17047534394576,"dominant",5.71627209686459
"1977","quru","52287","canopy",1.11,292,4.45144416981277,3.86287796403971,3.22891395483316,"dominant",5.71627209686459
"1999","quru","52287","canopy",0.67,292,4.45144416981277,4.06730768180007,3.33787499439944,"dominant",5.71627209686459
"1966","quru","121434","canopy",1.26,294,3.76997098671822,4.1283328582362,3.37040141343989,"co-dominant",5.1326473834591
"1977","quru","121434","canopy",1.15,294,3.76997098671822,4.18316511577532,3.39962700670824,"co-dominant",5.1326473834591
"1999","quru","121434","canopy",0.87,294,3.76997098671822,4.25838129118942,3.43971722820396,"co-dominant",5.1326473834591
"1966","quve","22371","canopy",1.43,279,3.82884096025456,3.29092208439865,2.78918941937321,"co-dominant",5.64054476482838
"1977","quve","22371","canopy",0.75,279,3.82884096025456,3.37361395916807,2.83756416611332,"co-dominant",5.64054476482838
"1999","quve","22371","canopy",1.06,279,3.82884096025456,3.53907401519609,2.93435829888971,"co-dominant",5.64054476482838
"1966","quve","32368","canopy",1.18,285,4.25467502958137,3.63799196703918,2.99222530071792,"co-dominant",3.90273578382356
"1977","quve","32368","canopy",0.8,285,4.25467502958137,3.73004043219387,3.04607365283342,"co-dominant",3.90273578382356
"1999","quve","32368","canopy",0.92,285,4.25467502958137,3.87627856848984,3.13162296256655,"co-dominant",3.90273578382356
"1966","quve","32498","canopy",0.98,294,4.86656696947438,3.81050027233767,3.09314265931754,"co-dominant",4.73369874409275
"1977","quve","32498","canopy",0.84,294,4.86656696947438,3.8726488736286,3.12949959107273,"co-dominant",4.73369874409275
"1999","quve","32498","canopy",0.95,294,4.86656696947438,3.97006720735234,3.18648931630112,"co-dominant",4.73369874409275
"1966","quve","40533","canopy",0.8,296,4.04100702731683,3.67575177677197,3.0143147894116,"dominant",5.68189703957804
"1977","quve","40533","canopy",0.68,296,4.04100702731683,3.73494773853689,3.04894442704408,"dominant",5.68189703957804
"1999","quve","40533","canopy",0.77,296,4.04100702731683,3.83508488610027,3.10752465836866,"dominant",5.68189703957804
"1966","quve","42248","canopy",0.87,281,3.79516434448351,4.2523032352871,3.35159739264295,"co-dominant",6.73404985894604
"1977","quve","42248","canopy",1.08,281,3.79516434448351,4.28772281880964,3.37231784900364,"co-dominant",6.73404985894604
"1999","quve","42248","canopy",0.89,281,3.79516434448351,4.34513314088695,3.40590288741887,"co-dominant",6.73404985894604
"1966","quve","42283","canopy",1,284,4.06390976232933,3.66043140579152,3.00535237238804,"co-dominant",6.10887970059429
"1977","quve","42283","canopy",0.69,284,4.06390976232933,3.72781939746997,3.04477434751993,"co-dominant",6.10887970059429
"1999","quve","42283","canopy",1.21,284,4.06390976232933,3.81684168491507,3.09685238567532,"co-dominant",6.10887970059429
"1966","quve","52403","canopy",1.09,299,4.93969224255179,4.19281713485152,3.31679802388814,"dominant",5.32043865328965
