"year","sp","tree","position","resist.value","elev.m","distance.ln.m","dbh.ln.cm","height.ln.m","position_all","TWI"
"1966","litu","200988","subcanopy",0.76,310,4.19787975936258,3.20997938927889,3.00202919998214,"intermediate",5.82975052147628
"1977","litu","200988","subcanopy",0.88,310,4.19787975936258,3.33764269803433,3.06892477376999,"intermediate",5.82975052147628
"1999","litu","200988","subcanopy",0.77,310,4.19787975936258,3.47682381463197,3.14185567886715,"intermediate",5.82975052147628
"1999","litu","202162","subcanopy",0.66,314,5.25837485288572,3.14151498617141,2.96615385275382,"suppressed",6.63820048480388
"1966","litu","12369","subcanopy",1.24,278,4.25095685814566,2.00351469430362,2.3698416998151,"suppressed",8.73668874997653
"1977","litu","12369","subcanopy",0.91,278,4.25095685814566,2.23904910112837,2.49326172899127,"suppressed",8.73668874997653
"1999","litu","12369","subcanopy",0.42,278,4.25095685814566,2.36045775542196,2.55687986384111,"suppressed",8.73668874997653
"1966","litu","20804","subcanopy",1.28,287,3.88244229294526,3.33399616820324,3.0670139921385,"suppressed",4.98449284718147
"1977","litu","20804","subcanopy",0.84,287,3.88244229294526,3.36833592088219,3.08500802254227,"suppressed",4.98449284718147
"1999","litu","20804","subcanopy",0.18,287,3.88244229294526,3.42368139102211,3.11400904889558,"suppressed",4.98449284718147
"1966","litu","42250","subcanopy",0.48,280,3.77254567678047,2.70347171537357,2.73661917885575,"suppressed",6.36194476354615
"1999","litu","42250","subcanopy",0.66,280,3.77254567678047,2.84310418662323,2.80978659379057,"suppressed",6.36194476354615
"1966","litu","82403","subcanopy",0.75,308,5.21085550669747,2.85084952770805,2.81384515251902,"intermediate",5.4245799499573
"1977","litu","82403","subcanopy",0.71,308,5.21085550669747,2.87130844869987,2.82456562711873,"intermediate",5.4245799499573
"1999","litu","82403","subcanopy",0.46,308,5.21085550669747,2.90018926002025,2.83969917225061,"intermediate",5.4245799499573
"1966","litu","92360","subcanopy",0.51,309,4.89226006507825,2.10056015390484,2.42069352064614,"suppressed",5.08141745214165
"1977","litu","92360","subcanopy",0.97,309,4.89226006507825,2.15683834063509,2.45018329049279,"suppressed",5.08141745214165
"1999","litu","92360","subcanopy",0.83,309,4.89226006507825,2.24079790906149,2.49417810434822,"suppressed",5.08141745214165
"1966","litu","102470","subcanopy",0.69,309,5.32661784458112,3.05281222104931,2.91967360382984,"intermediate",6.56606058662211
"1977","litu","102470","subcanopy",0.53,309,5.32661784458112,3.097191602655,2.94292839979122,"intermediate",6.56606058662211
"1999","litu","102470","subcanopy",0.55,309,5.32661784458112,3.12504136736547,2.95752167649951,"intermediate",6.56606058662211
"1966","litu","42232","subcanopy",0.5,282,3.80656809146647,2.28854609398629,2.51919815324882,"suppressed",5.62768522406089
"1977","litu","42232","subcanopy",0.84,282,3.80656809146647,2.3237023288499,2.53762002031735,"suppressed",5.62768522406089
"1999","litu","42232","subcanopy",0.32,282,3.80656809146647,2.41282385422667,2.58431969961477,"suppressed",5.62768522406089
"1966","litu","90285","subcanopy",0.68,313,4.8044878769059,2.78529697862562,2.77949561679982,"suppressed",5.3768474018694
"1977","litu","90285","subcanopy",0.63,313,4.8044878769059,2.81809858802374,2.79668366012444,"suppressed",5.3768474018694
"1999","litu","90285","subcanopy",0.82,313,4.8044878769059,2.8409650367771,2.8086656792712,"suppressed",5.3768474018694
"1966","litu","92501","subcanopy",0.55,309,5.26899572536821,2.79319418415372,2.78363375249655,"intermediate",7.26767004964119
"1977","litu","92501","subcanopy",1.22,309,5.26899572536821,2.81058244710909,2.79274520228516,"intermediate",7.26767004964119
"1999","litu","92501","subcanopy",0.59,309,5.26899572536821,2.88078172081782,2.82952962170854,"intermediate",7.26767004964119
"1966","litu","111166","subcanopy",0.58,303,4.91102769545762,2.9766663632711,2.87977317435405,"intermediate",4.83248780578436
"1977","litu","111166","subcanopy",0.81,303,4.91102769545762,3.03541776284103,2.9105589077287,"intermediate",4.83248780578436
"1999","litu","111166","subcanopy",0.49,303,4.91102769545762,3.08754621250831,2.93787421535435,"intermediate",4.83248780578436
"1966","litu","160962","subcanopy",0.88,305,4.39253510403708,2.42901801734026,2.59280544108629,"suppressed",6.80618543417468
"1977","litu","160962","subcanopy",0.41,305,4.39253510403708,2.50388997503871,2.63203834692029,"suppressed",6.80618543417468
"1999","litu","160962","subcanopy",0.98,305,4.39253510403708,2.53517536848368,2.64843189308545,"suppressed",6.80618543417468
"1999","litu","200188","subcanopy",0.9,337,5.36142751293209,2.98312858523711,2.88315937866425,"suppressed",4.88074546240786
"1966","litu","80248","subcanopy",0.44,310,4.80253486119269,2.24297956556497,2.49532129235604,"suppressed",5.0627904227391
"1977","litu","80248","subcanopy",0.47,310,4.80253486119269,2.32590862885002,2.53877612151741,"suppressed",5.0627904227391
"1999","litu","80248","subcanopy",0.57,310,4.80253486119269,2.47382577718118,2.61628470724294,"suppressed",5.0627904227391
"1977","litu","192129","subcanopy",1.17,311,5.10730004002458,1.77927341220099,2.25233926799332,"suppressed",5.76126800426899
"1999","litu","192129","subcanopy",0.69,311,5.10730004002458,2.20022413080294,2.47291744454074,"suppressed",5.76126800426899
"1966","litu","92389","subcanopy",0.38,308,4.98023728922408,3.19856028442646,2.99604558903947,"intermediate",6.59615193210744
"1977","litu","92389","subcanopy",0.74,308,4.98023728922408,3.20685941665796,3.00039433432877,"intermediate",6.59615193210744
"1999","litu","92389","subcanopy",0.4,308,4.98023728922408,3.23367194368456,3.01444409849071,"intermediate",6.59615193210744
"1966","litu","90369","subcanopy",0.37,310,4.91651000071319,2.15242864585046,2.44787261042564,"suppressed",4.92549769242552
"1977","litu","90369","subcanopy",0.47,310,4.91651000071319,2.24090710662363,2.49423532387078,"suppressed",4.92549769242552
"1999","litu","90369","subcanopy",0.48,310,4.91651000071319,2.41520592592813,2.58556790518634,"suppressed",4.92549769242552
"1966","litu","110952","subcanopy",0.61,316,5.155539766111,2.0524399412766,2.39547852922894,"suppressed",6.54151407764177
"1977","litu","110952","subcanopy",0.62,316,5.155539766111,2.13458978660356,2.43852504818026,"suppressed",6.54151407764177
"1999","litu","110952","subcanopy",0.63,316,5.155539766111,2.22016235642916,2.48336507476888,"suppressed",6.54151407764177
"1977","litu","192128","subcanopy",0.56,311,5.09439240165521,2.06921944889099,2.40427099121888,"intermediate",5.76126800426899
"1999","litu","192128","subcanopy",0.27,311,5.09439240165521,2.45809294972348,2.6080407056551,"intermediate",5.76126800426899
"1966","litu","120924","subcanopy",0.46,318,5.23783409404977,2.41538892434478,2.58566379635666,"suppressed",6.65419814783063
"1977","litu","120924","subcanopy",1.07,318,5.23783409404977,2.46324891675659,2.61074243238046,"suppressed",6.65419814783063
"1999","litu","120924","subcanopy",0.45,318,5.23783409404977,2.53800770457235,2.64991603719591,"suppressed",6.65419814783063
"1999","litu","12366","subcanopy",0.48,278,4.20480062835193,2.14799912412318,2.44555154104055,"suppressed",8.69692432558989
"1966","litu","82317","subcanopy",0.74,305,4.98002475466225,2.47339451823756,2.61605872755648,"suppressed",5.36701536988451
"1977","litu","82317","subcanopy",0.69,305,4.98002475466225,2.49270171880704,2.62617570065489,"suppressed",5.36701536988451
"1999","litu","82317","subcanopy",0.28,305,4.98002475466225,2.60901061882517,2.68712156426439,"suppressed",5.36701536988451
"1966","litu","50281","subcanopy",0.79,299,4.26352355168849,2.22838001872804,2.48767112981349,"intermediate",5.67313277977415
"1977","litu","50281","subcanopy",0.65,299,4.26352355168849,2.29848384786026,2.52440553627877,"intermediate",5.67313277977415
"1999","litu","50281","subcanopy",0.58,299,4.26352355168849,2.43100122277437,2.59384464073377,"intermediate",5.67313277977415
"1977","litu","22603","subcanopy",1.48,287,4.89709983131605,2.28060706611993,2.51503810264684,"suppressed",5.49518458666122
"1999","litu","22603","subcanopy",0.34,287,4.89709983131605,2.48488764510608,2.62208112603558,"suppressed",5.49518458666122
"1966","litu","100997","subcanopy",0.91,298,4.62441063061491,2.31806392468505,2.53466549653497,"suppressed",5.60326954825214
"1977","litu","100997","subcanopy",1.49,298,4.62441063061491,2.36248693875213,2.55794315590611,"suppressed",5.60326954825214
"1999","litu","100997","subcanopy",0.5,298,4.62441063061491,2.42549251402372,2.59095807734843,"suppressed",5.60326954825214
"1966","litu","190497","subcanopy",0.82,315,4.52875309570417,2.09892200290739,2.41983512952347,"intermediate",5.9619910981628
"1977","litu","190497","subcanopy",1.31,315,4.52875309570417,2.15576752740379,2.44962218435958,"intermediate",5.9619910981628
"1999","litu","190497","subcanopy",0.57,315,4.52875309570417,2.4726177772335,2.61565171527036,"intermediate",5.9619910981628
"1966","litu","131047","subcanopy",0.55,315,4.93784259641308,2.23147162674569,2.48929113241474,"suppressed",5.38800807392985
"1977","litu","131047","subcanopy",1.43,315,4.93784259641308,2.30974910432225,2.53030853066486,"suppressed",5.38800807392985
"1999","litu","131047","subcanopy",0.92,315,4.93784259641308,2.38999664863281,2.57235824388359,"suppressed",5.38800807392985
"1966","litu","91491","subcanopy",0.64,301,4.79416573460222,2.38293080093454,2.5686557396897,"suppressed",6.75403215524872
"1977","litu","91491","subcanopy",1.47,301,4.79416573460222,2.3990607626257,2.57710783961587,"suppressed",6.75403215524872
"1999","litu","91491","subcanopy",0.79,301,4.79416573460222,2.43656891746449,2.59676211275139,"suppressed",6.75403215524872
"1966","litu","60125","subcanopy",0.95,299,4.37512618979747,2.10495706332687,2.42299750118328,"suppressed",5.12586923234352
"1999","litu","60125","subcanopy",0.64,299,4.37512618979747,2.22494581890353,2.48587160910545,"suppressed",5.12586923234352
"1966","litu","52388","subcanopy",1.11,297,4.88341958047124,3.06631225782908,2.92674762310244,"suppressed",5.47468044346225
"1977","litu","52388","subcanopy",0.86,297,4.88341958047124,3.12253758794281,2.95620969608203,"suppressed",5.47468044346225
"1999","litu","52388","subcanopy",0.78,297,4.88341958047124,3.19202921458036,2.99262330844011,"suppressed",5.47468044346225
"1966","litu","80746","subcanopy",1.14,291,4.2529309291607,2.79885877847095,2.78660199991878,"intermediate",5.15774612150283
"1977","litu","80746","subcanopy",0.28,291,4.2529309291607,2.88021015632813,2.82923012191594,"intermediate",5.15774612150283
"1999","litu","80746","subcanopy",0.66,291,4.2529309291607,3.02203230643603,2.90354492857248,"intermediate",5.15774612150283
"1966","litu","92486","subcanopy",0.74,307,5.22008707463899,2.77154671859208,2.77229048054225,"intermediate",6.95763557784903
"1977","litu","92486","subcanopy",0.92,307,5.22008707463899,2.78302900921178,2.77830720082697,"intermediate",6.95763557784903
"1999","litu","92486","subcanopy",0.53,307,5.22008707463899,2.83140136839248,2.80365431703766,"intermediate",6.95763557784903
"1966","litu","121423","subcanopy",0.86,298,4.01206901568077,2.69219777083615,2.73071163191814,"suppressed",5.72450380632864
"1977","litu","121423","subcanopy",0.75,298,4.01206901568077,2.75747323600458,2.7649159756664,"suppressed",5.72450380632864
"1999","litu","121423","subcanopy",0.41,298,4.01206901568077,2.82162307705554,2.7985304923771,"suppressed",5.72450380632864
"1966","litu","52237","subcanopy",0.51,289,4.10242231651371,3.16816317925458,2.9801175059294,"suppressed",5.48658053966934
"1977","litu","52237","subcanopy",0.86,289,4.10242231651371,3.26514340770556,3.03093514563771,"suppressed",5.48658053966934
"1999","litu","52237","subcanopy",0.65,289,4.10242231651371,3.3985489225034,3.10083963539178,"suppressed",5.48658053966934
"1966","litu","80641","subcanopy",0.48,291,4.2222016281233,1.99149160589129,2.36354160148704,"suppressed",6.82330491873831
"1977","litu","80641","subcanopy",1.1,291,4.2222016281233,2.11555424718409,2.42855042552446,"suppressed",6.82330491873831
"1999","litu","80641","subcanopy",0.25,291,4.2222016281233,2.22172231277529,2.48418249189425,"suppressed",6.82330491873831
"1966","litu","110899","subcanopy",1.99,312,5.05338504307032,2.43603147847246,2.59648049471957,"suppressed",6.50279983582181
"1977","litu","110899","subcanopy",0.43,312,5.05338504307032,2.47486003091814,2.6168266562011,"suppressed",6.50279983582181
"1999","litu","110899","subcanopy",0.84,312,5.05338504307032,2.51940951654588,2.64017058667004,"suppressed",6.50279983582181
"1966","litu","171403","subcanopy",0.82,311,4.46969624437946,2.78630329885207,2.78002292859848,"suppressed",5.72705320400623
"1977","litu","171403","subcanopy",1.05,311,4.46969624437946,2.8074491793374,2.7911033699728,"suppressed",5.72705320400623
"1999","litu","171403","subcanopy",0.58,311,4.46969624437946,2.8457716391879,2.81118433893446,"suppressed",5.72705320400623
"1966","litu","52246","subcanopy",0.83,294,4.4622477719003,2.05032224825196,2.39436885808403,"suppressed",6.8621223256448
"1977","litu","52246","subcanopy",1.03,294,4.4622477719003,2.14016897472668,2.44144854275678,"suppressed",6.8621223256448
"1999","litu","52246","subcanopy",0.69,294,4.4622477719003,2.19211156886005,2.46866646208267,"suppressed",6.8621223256448
"1966","qual","50455","subcanopy",1.04,290,3.8368256066718,3.13923096902549,2.86029857102597,"intermediate",6.32009817682654
"1977","qual","50455","subcanopy",0.9,290,3.8368256066718,3.17582693905008,2.88035316259945,"intermediate",6.32009817682654
"1999","qual","50455","subcanopy",0.74,290,3.8368256066718,3.40441125530755,3.00561736790853,"intermediate",6.32009817682654
"1966","qual","80540","subcanopy",0.73,290,4.0851457232075,2.63008562299406,2.58128692140075,"intermediate",6.08103530656669
"1977","qual","80540","subcanopy",0.97,290,4.0851457232075,2.6917615310054,2.61508531899096,"intermediate",6.08103530656669
"1999","qual","80540","subcanopy",0.98,290,4.0851457232075,2.76504816739629,2.65524639573317,"intermediate",6.08103530656669
"1966","qual","90130","subcanopy",1.16,312,4.70383334485777,2.53876050212883,2.5312407551666,"intermediate",5.11456905926095
"1977","qual","90130","subcanopy",1.31,312,4.70383334485777,2.62236000541857,2.57705328296938,"intermediate",5.11456905926095
"1999","qual","90130","subcanopy",0.83,312,4.70383334485777,2.68008154946647,2.60868468910762,"intermediate",5.11456905926095
"1966","qual","172168","subcanopy",0.7,311,5.07629224142802,3.16285577173648,2.87324496291159,"intermediate",5.07374163508233
"1977","qual","172168","subcanopy",0.56,311,5.07629224142802,3.20513183237649,2.89641224414231,"intermediate",5.07374163508233
"1999","qual","172168","subcanopy",1,311,5.07629224142802,3.26365187842902,2.92848122937911,"intermediate",5.07374163508233
"1966","qual","70602","subcanopy",1.01,284,3.74539941894091,2.94150188801064,2.75194303462983,"intermediate",8.13224973557146
"1977","qual","70602","subcanopy",0.7,284,3.74539941894091,3.0082692200071,2.78853153256389,"intermediate",8.13224973557146
"1999","qual","70602","subcanopy",0.6,284,3.74539941894091,3.19421748873637,2.89043118382753,"intermediate",8.13224973557146
"1966","qual","122404","subcanopy",0.93,320,5.16021573959299,3.83534716391819,3.24177024582717,"intermediate",5.86996436962252
"1977","qual","122404","subcanopy",0.69,320,5.16021573959299,3.86386077800912,3.257395706349,"intermediate",5.86996436962252
"1999","qual","122404","subcanopy",0.81,320,5.16021573959299,3.89209791753141,3.27286965880721,"intermediate",5.86996436962252
"1966","qual","60210","subcanopy",0.96,297,3.54177238520882,2.96267508939464,2.76354594898826,"intermediate",5.90284733979406
"1977","qual","60210","subcanopy",0.82,297,3.54177238520882,2.99299509589501,2.78016131255047,"intermediate",5.90284733979406
"1999","qual","60210","subcanopy",0.79,297,3.54177238520882,3.03528181185606,2.80333443289712,"intermediate",5.90284733979406
"1966","qual","112336","subcanopy",0.98,317,5.09711851273532,3.80513125312496,3.22521192671248,"intermediate",6.1617056790089
"1977","qual","112336","subcanopy",0.92,317,5.09711851273532,3.83536912766094,3.2417822819582,"intermediate",6.1617056790089
"1999","qual","112336","subcanopy",0.84,317,5.09711851273532,3.90563480159464,3.28028787127386,"intermediate",6.1617056790089
"1966","qual","142565","subcanopy",1.12,320,5.15262454019125,3.30556102255713,2.9514474403613,"intermediate",5.31178467879439
"1977","qual","142565","subcanopy",0.93,320,5.15262454019125,3.33866341652028,2.96958755225311,"intermediate",5.31178467879439
"1999","qual","142565","subcanopy",0.77,320,5.15262454019125,3.38071022190401,2.9926292016034,"intermediate",5.31178467879439
"1966","qual","122211","subcanopy",1.26,303,4.23276373327913,3.19207891070907,2.88925924306857,"intermediate",4.8093086219581
"1977","qual","122211","subcanopy",0.81,303,4.23276373327913,3.24480475963489,2.91815300827992,"intermediate",4.8093086219581
"1999","qual","122211","subcanopy",0.92,303,4.23276373327913,3.36171558580057,2.98222014101871,"intermediate",4.8093086219581
"1966","qual","192029","subcanopy",0.91,313,4.30722872170092,3.3397854209446,2.97020241067764,"intermediate",4.55098027505469
"1977","qual","192029","subcanopy",0.72,313,4.30722872170092,3.36029926084897,2.98144399494524,"intermediate",4.55098027505469
"1999","qual","192029","subcanopy",1.21,313,4.30722872170092,3.486877441424,3.05080883790035,"intermediate",4.55098027505469
"1966","qual","60507","subcanopy",0.76,288,3.94690022354554,3.36214008954974,2.98245276907326,"intermediate",8.45037267230976
"1977","qual","60507","subcanopy",0.9,288,3.94690022354554,3.41116690689036,3.00931946497592,"intermediate",8.45037267230976
"1999","qual","60507","subcanopy",1.23,288,3.94690022354554,3.48403488583743,3.04925111743891,"intermediate",8.45037267230976
"1966","qual","70601","subcanopy",0.97,284,3.75627015007596,2.54804834700901,2.53633049416094,"intermediate",8.13224973557146
"1977","qual","70601","subcanopy",1.26,284,3.75627015007596,2.5796139944011,2.5536284689318,"intermediate",8.13224973557146
"1999","qual","70601","subcanopy",0.93,284,3.75627015007596,2.69592453309441,2.61736664413574,"intermediate",8.13224973557146
"1966","qual","90273","subcanopy",1.46,312,4.70671752388598,2.61937249486661,2.5754161271869,"intermediate",5.29494491961089
"1977","qual","90273","subcanopy",1.03,312,4.70671752388598,2.67951855817802,2.60837616988155,"intermediate",5.29494491961089
"1999","qual","90273","subcanopy",0.66,312,4.70671752388598,2.74515528158112,2.64434509430645,"intermediate",5.29494491961089
"1966","qual","111195","subcanopy",0.58,296,4.41401226413147,2.09768482802695,2.28953128575877,"suppressed",6.12463115991997
"1977","qual","111195","subcanopy",0.61,296,4.41401226413147,2.13779291789642,2.31151051900724,"suppressed",6.12463115991997
"1999","qual","111195","subcanopy",1.41,296,4.41401226413147,2.29091900261736,2.39542361343431,"suppressed",6.12463115991997
"1966","qual","60060","subcanopy",0.89,304,4.19810502095728,3.03714836742475,2.80435730534876,"suppressed",5.18468136560841
"1977","qual","60060","subcanopy",0.9,304,4.19810502095728,3.07640526331607,2.82587008429721,"suppressed",5.18468136560841
"1999","qual","60060","subcanopy",0.84,304,4.19810502095728,3.12410715896381,2.85201072311217,"suppressed",5.18468136560841
"1966","qual","60331","subcanopy",0.81,294,4.08745706226339,3.51870813387807,3.06825205736518,"intermediate",5.0278644190395
"1977","qual","60331","subcanopy",0.74,294,4.08745706226339,3.58224416798702,3.10306980405688,"intermediate",5.0278644190395
"1999","qual","60331","subcanopy",0.74,294,4.08745706226339,3.70847119356616,3.17224221407426,"intermediate",5.0278644190395
"1966","qual","70535","subcanopy",0.94,290,4.1446286379793,3.35336559067926,2.97764434369223,"intermediate",6.83542069380229
"1977","qual","70535","subcanopy",1.03,290,4.1446286379793,3.43435747999399,3.0220278990367,"intermediate",6.83542069380229
"1999","qual","70535","subcanopy",0.9,290,4.1446286379793,3.57878110647886,3.10117204635042,"intermediate",6.83542069380229
"1966","qual","50234","subcanopy",0.78,300,4.10994765210337,3.06968449859129,2.82218710522803,"intermediate",5.6284088822339
"1977","qual","50234","subcanopy",0.65,300,4.10994765210337,3.12514058085463,2.85257703830834,"intermediate",5.6284088822339
"1999","qual","50234","subcanopy",0.91,300,4.10994765210337,3.21182082152179,2.90007781019394,"intermediate",5.6284088822339
"1966","qual","110870","subcanopy",1.37,314,5.0912690480786,2.80955698825636,2.67963722956449,"intermediate",6.4581313876421
"1977","qual","110870","subcanopy",0.65,314,5.0912690480786,2.85345282604645,2.70369214867346,"intermediate",6.4581313876421
"1999","qual","110870","subcanopy",0.69,314,5.0912690480786,2.95075392083072,2.75701314861523,"intermediate",6.4581313876421
"1966","qual","62148","subcanopy",1.47,290,4.02405212057699,3.47375274505551,3.04361650429042,"intermediate",7.88154215210109
"1977","qual","62148","subcanopy",0.75,290,4.02405212057699,3.49736483502808,3.05655592959539,"intermediate",7.88154215210109
"1999","qual","62148","subcanopy",0.95,290,4.02405212057699,3.53036031890105,3.07463745475777,"intermediate",7.88154215210109
"1966","qupr","111172","subcanopy",0.95,302,4.78450894751244,3.1809878936705,2.82892190814655,"intermediate",5.44898392981718
"1977","qupr","111172","subcanopy",0.77,302,4.78450894751244,3.2781165356028,2.9018655182377,"intermediate",5.44898392981718
"1999","qupr","111172","subcanopy",0.65,302,4.78450894751244,3.3993127488507,2.99288387438687,"intermediate",5.44898392981718
"1966","qupr","140764","subcanopy",0.97,319,4.9871799656732,2.84795926148411,2.57881740537457,"intermediate",5.54563474797718
"1977","qupr","140764","subcanopy",0.5,319,4.9871799656732,2.92479137832154,2.63651832511948,"intermediate",5.54563474797718
"1999","qupr","140764","subcanopy",0.79,319,4.9871799656732,3.05363318106192,2.7332785189775,"intermediate",5.54563474797718
"1966","qupr","70444","subcanopy",0.94,291,4.154693069723,3.09708443304275,2.76591040921511,"intermediate",7.95589030673926
"1977","qupr","70444","subcanopy",0.64,291,4.154693069723,3.15016003349091,2.80577018515167,"intermediate",7.95589030673926
"1999","qupr","70444","subcanopy",0.52,291,4.154693069723,3.24150341952196,2.87436906806099,"intermediate",7.95589030673926
"1966","qupr","70308","subcanopy",0.88,305,4.65508069613163,3.94698730885649,3.40418746895123,"intermediate",4.39059456005425
"1977","qupr","70308","subcanopy",1,305,4.65508069613163,4.00028693476917,3.44421548801165,"intermediate",4.39059456005425
"1999","qupr","70308","subcanopy",0.78,305,4.65508069613163,4.07119746778202,3.4974692983043,"intermediate",4.39059456005425
"1966","qupr","50367","subcanopy",1.25,290,3.74456923447487,2.57442544974236,2.37339351275651,"suppressed",5.93834808573595
"1977","qupr","50367","subcanopy",0.39,290,3.74456923447487,2.66767403016542,2.44342319665423,"suppressed",5.93834808573595
"1999","qupr","50367","subcanopy",0.61,290,3.74456923447487,2.8541225660763,2.5834460471233,"suppressed",5.93834808573595
"1966","qupr","100942","subcanopy",1.02,305,4.94004557299922,3.16769668175719,2.81894020799965,"intermediate",6.19532662526811
"1977","qupr","100942","subcanopy",0.65,305,4.94004557299922,3.22389659092777,2.86114633978675,"intermediate",6.19532662526811
"1999","qupr","100942","subcanopy",0.88,305,4.94004557299922,3.28429323503759,2.90650421951323,"intermediate",6.19532662526811
"1966","qupr","70083","subcanopy",0.79,306,4.39221261628686,3.79074788899726,3.28685166463694,"intermediate",5.29809369618154
"1977","qupr","70083","subcanopy",0.88,306,4.39221261628686,3.85110566752457,3.33218035631095,"intermediate",5.29809369618154
"1999","qupr","70083","subcanopy",0.62,306,4.39221261628686,3.95187643580021,3.40785920328596,"intermediate",5.29809369618154
"1966","qupr","80402","subcanopy",1.04,301,4.58340692942078,3.51419480017932,3.07916029493467,"intermediate",6.23315784608546
"1977","qupr","80402","subcanopy",1.01,301,4.58340692942078,3.55238746971234,3.10784298975397,"intermediate",6.23315784608546
"1999","qupr","80402","subcanopy",0.9,301,4.58340692942078,3.61798215683219,3.15710459978097,"intermediate",6.23315784608546
"1977","qupr","111173","subcanopy",0.41,301,4.78770868903364,2.8573076448615,2.58583804129098,"intermediate",5.26587067039662
"1999","qupr","111173","subcanopy",1.23,301,4.78770868903364,2.96652398343722,2.66785951156135,"intermediate",5.26587067039662
"1966","qupr","80230","subcanopy",1.1,308,4.73979306003507,3.40724917080246,2.99884412727265,"intermediate",4.72968239274788
"1977","qupr","80230","subcanopy",0.45,308,4.73979306003507,3.4625951641132,3.04040896824902,"intermediate",4.72968239274788
"1999","qupr","80230","subcanopy",1.04,308,4.73979306003507,3.52093441710029,3.08422174724232,"intermediate",4.72968239274788
"1966","qupr","152069","subcanopy",1.43,298,4.03685408342816,3.89463933664029,3.36487414181686,"suppressed",5.02684465955481
"1977","qupr","152069","subcanopy",0.7,298,4.03685408342816,3.95848724981561,3.41282392461152,"suppressed",5.02684465955481
"1999","qupr","152069","subcanopy",0.87,298,4.03685408342816,4.04121862201922,3.47495518513644,"suppressed",5.02684465955481
"1966","qupr","52323","subcanopy",0.93,293,4.68801117272775,3.75133348268686,3.25725144549783,"intermediate",5.23700751079047
"1977","qupr","52323","subcanopy",1.17,293,4.68801117272775,3.77904527722718,3.27806300319761,"intermediate",5.23700751079047
"1999","qupr","52323","subcanopy",1.2,293,4.68801117272775,3.84046849066887,3.32419183649232,"intermediate",5.23700751079047
"1966","qupr","151120","subcanopy",1.05,305,4.51358577813233,3.87464109113721,3.34985545944404,"intermediate",6.27841430899311
"1977","qupr","151120","subcanopy",0.68,305,4.51358577813233,3.93294957653193,3.39364513197548,"intermediate",6.27841430899311
"1999","qupr","151120","subcanopy",0.69,305,4.51358577813233,4.01714394395638,3.45687510191124,"intermediate",6.27841430899311
"1966","qupr","52462","subcanopy",1.19,305,5.15138176530736,3.3861150170352,2.98297237779344,"intermediate",4.8666222518084
"1977","qupr","52462","subcanopy",0.83,305,5.15138176530736,3.43807940872552,3.02199763595287,"intermediate",4.8666222518084
"1999","qupr","52462","subcanopy",0.74,305,5.15138176530736,3.5515701091364,3.10722915196144,"intermediate",4.8666222518084
"1966","qupr","62373","subcanopy",0.84,297,4.88123100432735,3.13999146665655,2.79813359145907,"intermediate",7.82358871490089
"1977","qupr","62373","subcanopy",0.5,297,4.88123100432735,3.19870049074066,2.84222406854623,"intermediate",7.82358871490089
"1999","qupr","62373","subcanopy",0.5,297,4.88123100432735,3.30484563577833,2.92193907246953,"intermediate",7.82358871490089
"1966","qupr","101075","subcanopy",0.95,303,4.86317424665847,3.45541331558272,3.03501540000262,"intermediate",6.73672729336566
"1977","qupr","101075","subcanopy",0.56,303,4.86317424665847,3.48276993994848,3.05556022490131,"intermediate",6.73672729336566
"1999","qupr","101075","subcanopy",0.51,303,4.86317424665847,3.54191530555663,3.09997839447303,"intermediate",6.73672729336566
"1966","qupr","60023","subcanopy",1.09,300,3.84925619504429,2.48946238872371,2.30958625393151,"suppressed",5.40150472120884
"1977","qupr","60023","subcanopy",0.64,300,3.84925619504429,2.57958803673163,2.37727061558545,"suppressed",5.40150472120884
"1999","qupr","60023","subcanopy",0.66,300,3.84925619504429,2.69712752928829,2.46554277449551,"suppressed",5.40150472120884
"1966","qupr","141031","subcanopy",1.04,303,4.38176186251225,3.66304482810356,3.19094666590577,"intermediate",5.81238422346097
"1977","qupr","141031","subcanopy",0.56,303,4.38176186251225,3.6989762821299,3.21793118787956,"intermediate",5.81238422346097
"1999","qupr","141031","subcanopy",1.05,303,4.38176186251225,3.73586102150284,3.24563162714863,"intermediate",5.81238422346097
"1966","qupr","202324","subcanopy",1.16,313,4.91291710050525,2.05095246869863,1.98026530399267,"suppressed",4.17233369070901
"1977","qupr","202324","subcanopy",0.48,313,4.91291710050525,2.1757463795812,2.07398553106548,"suppressed",4.17233369070901
"1999","qupr","202324","subcanopy",1.42,313,4.91291710050525,2.23659774062691,2.11968490321081,"suppressed",4.17233369070901
"1966","qupr","70198","subcanopy",1.02,294,4.26977715423151,3.26412526007948,2.89135807031969,"intermediate",5.98382593534984
"1977","qupr","70198","subcanopy",0.37,294,4.26977715423151,3.31798141490656,2.93180404259483,"intermediate",5.98382593534984
"1999","qupr","70198","subcanopy",0.97,294,4.26977715423151,3.39210148704869,2.98746821677357,"intermediate",5.98382593534984
"1966","qupr","80663","subcanopy",1.56,291,4.25206280082247,2.32832423863859,2.18857150321758,"suppressed",5.90094659301643
"1977","qupr","80663","subcanopy",0.41,291,4.25206280082247,2.43462381929746,2.26840248829239,"suppressed",5.90094659301643
"1999","qupr","80663","subcanopy",0.63,291,4.25206280082247,2.55949042828646,2.36217731164313,"suppressed",5.90094659301643
