"year","tree","resist.value","sp","rp","PLA_dry_percent","LMA_g_per_m2","mean_TLP_Mpa","WD_g_per_cm3","elev.m","dbh_old.mm","dbh_old.cm","dbh.ln.cm","height.ln.m","height.m","position_all","TWI","TWI.ln"
"1999","80503",0.59,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,296,251.343511348873,25.1343511348873,3.2242354816089,2.90895917919292,18.3377023687021,"intermediate",7.78901916092524,2.05271494193289
"1966","100963",1.28,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,300,146.24700235649,14.624700235649,2.6827118962001,2.56130103736046,12.9526582501257,"intermediate",4.79080078627476,1.56669757621301
"1977","100963",0.23,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,300,157.17240819869,15.717240819869,2.75475825123099,2.6075547972903,13.565839037196,"intermediate",4.79080078627476,1.56669757621301
"1999","100963",0.62,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,300,170.694287667282,17.0694287667282,2.83728907208286,2.6605395842772,14.3040052330627,"intermediate",4.79080078627476,1.56669757621301
"1966","131091",0.77,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,307,190.217902637276,19.0217902637276,2.94558517801516,2.73006568428573,15.3338941827163,"intermediate",6.10109192049021,1.80846775851913
"1977","131091",0.75,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,307,201.580133697091,20.1580133697091,3.00360189517828,2.76731241670446,15.9158014354473,"intermediate",6.10109192049021,1.80846775851913
"1999","131091",0.77,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,307,214.185146933865,21.4185146933865,3.06425572056988,2.80625217260586,16.5477836198776,"intermediate",6.10109192049021,1.80846775851913
"1966","50262",0.72,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,296,133.506709580413,13.3506709580413,2.59156664261263,2.50278578455731,12.21647907988,"suppressed",5.71040397449044,1.74228976976263
"1977","50262",1.18,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,296,140.273427083831,14.0273427083831,2.64100847549034,2.5345274412648,12.6104702519094,"suppressed",5.71040397449044,1.74228976976263
"1999","50262",1.31,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,296,154.157076742694,15.4157076742694,2.73538696844327,2.59511843374058,13.3981740633177,"suppressed",5.71040397449044,1.74228976976263
"1966","131138",0.89,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,306,157.398024596302,15.7398024596302,2.75619269269641,2.6084757087111,13.5783377275081,"intermediate",6.00363829319793,1.79236566765231
"1977","131138",0.78,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,306,173.276620536362,17.3276620536362,2.85230418716195,2.67017928815797,14.4425583403755,"intermediate",6.00363829319793,1.79236566765231
"1999","131138",0.56,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,306,199.328583661341,19.9328583661341,2.99236954421867,2.76010124738839,15.801442722081,"intermediate",6.00363829319793,1.79236566765231
"1966","121301",0.9,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,304,201.160542129117,20.1160542129117,3.00151821332059,2.76597469295182,15.8945247241787,"intermediate",5.17514443715284,1.64386724932288
"1977","121301",0.69,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,304,206.583992727578,20.6583992727578,3.02812198115242,2.78305431189985,16.1683287278605,"intermediate",5.17514443715284,1.64386724932288
"1999","121301",1.11,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,304,223.031725479421,22.3031725479421,3.10472893507098,2.83223597631557,16.9833928653699,"intermediate",5.17514443715284,1.64386724932288
"1966","60124",0.36,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,299,262.140468073825,26.2140468073825,3.26629540478295,2.93596164987065,18.8396115368156,"intermediate",4.99709355372721,1.60885645416544
"1977","60124",0.6,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,299,277.630515947764,27.7630515947764,3.32370605736271,2.97281928882686,19.5469504846965,"intermediate",4.99709355372721,1.60885645416544
"1999","60124",1.07,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,299,299.583730839545,29.9583730839545,3.39980885423579,3.02167728441938,20.5256902484913,"intermediate",4.99709355372721,1.60885645416544
"1966","50442",1,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,291,355.413160333885,35.5413160333885,3.57069585168045,3.13138673677885,22.9057217350971,"intermediate",5.84213487860048,1.76509629144304
"1977","50442",0.47,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,291,372.644180291258,37.2644180291258,3.6180389311213,3.16178099377987,23.6126124182525,"intermediate",5.84213487860048,1.76509629144304
"1999","50442",0.59,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,291,395.55314212173,39.555314212173,3.67770005211955,3.20008343346075,24.5345771163942,"intermediate",5.84213487860048,1.76509629144304
"1966","130788",0.66,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,313,127.271109539622,12.7271109539622,2.54373443897004,2.47207750981876,11.847033631858,"suppressed",5.35599569820365,1.67821662465527
"1977","130788",0.77,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,313,135.950889465535,13.5950889465535,2.60970862065615,2.51443293446125,12.3595980893905,"suppressed",5.35599569820365,1.67821662465527
"1999","130788",1.6,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,313,144.851317207774,14.4851317207774,2.67312272477868,2.55514478930791,12.8731634190146,"suppressed",5.35599569820365,1.67821662465527
"1966","12080",0.94,"cato","ring",16.559191543638,45.3581406068732,-2.19516,0.827586207,286,272.745000856973,27.2745000856973,3.30595220288745,2.96142131425374,19.3254197393118,NA,3.46650956667314,1.24314819914653
"1977","12080",0.82,"cato","ring",16.559191543638,45.3581406068732,-2.19516,0.827586207,286,289.004197020857,28.9004197020857,3.36385611757645,2.99859562748408,20.0573491448687,NA,3.46650956667314,1.24314819914653
"1999","12080",0.87,"cato","ring",16.559191543638,45.3581406068732,-2.19516,0.827586207,286,307.463921817176,30.7463921817176,3.42577265994531,3.03834604768489,20.8706955376438,NA,3.46650956667314,1.24314819914653
"1966","90639",0.89,"cato","ring",16.559191543638,45.3581406068732,-2.19516,0.827586207,293,104.517869361764,10.4517869361764,2.34677296246938,2.34562824190534,10.4398294060607,NA,4.96793554756728,1.60300437102997
"1977","90639",0.77,"cato","ring",16.559191543638,45.3581406068732,-2.19516,0.827586207,293,111.295734213671,11.1295734213671,2.40960583763176,2.38596694775959,10.8695678894187,NA,4.96793554756728,1.60300437102997
"1999","90639",0.74,"cato","ring",16.559191543638,45.3581406068732,-2.19516,0.827586207,293,126.693245796645,12.6693245796645,2.53918368428261,2.46915592530944,11.8124720338162,NA,4.96793554756728,1.60300437102997
"1966","62100",0.61,"cato","ring",16.559191543638,45.3581406068732,-2.19516,0.827586207,286,82.5456550623661,8.25456550623661,2.11076644197556,2.19411205574831,8.97203085557166,NA,5.03606994180173,1.61662600444978
"1977","62100",0.65,"cato","ring",16.559191543638,45.3581406068732,-2.19516,0.827586207,286,85.9645395743631,8.59645395743631,2.15134978769719,2.2201665637016,9.20886460072184,NA,5.03606994180173,1.61662600444978
"1999","62100",0.92,"cato","ring",16.559191543638,45.3581406068732,-2.19516,0.827586207,286,112.117305825946,11.2117305825946,2.41696060363411,2.3906887075331,10.921012737361,NA,5.03606994180173,1.61662600444978
"1966","152057",0.75,"cato","ring",16.559191543638,45.3581406068732,-2.19516,0.827586207,296,209.103304957643,20.9103304957643,3.04024331894759,2.79083621076436,16.2946398596272,NA,8.13518814291071,2.09619886798939
"1977","152057",0.5,"cato","ring",16.559191543638,45.3581406068732,-2.19516,0.827586207,296,230.641067837824,23.0641067837824,3.13827759021536,2.85377421291826,17.3531528946576,NA,8.13518814291071,2.09619886798939
"1999","152057",0.8,"cato","ring",16.559191543638,45.3581406068732,-2.19516,0.827586207,296,250.856337700628,25.0856337700628,3.22229532251891,2.90771359705714,18.3148754735581,NA,8.13518814291071,2.09619886798939
"1966","202341",0.69,"cato","ring",16.559191543638,45.3581406068732,-2.19516,0.827586207,313,160.957685174256,16.0957685174256,2.77855641244125,2.62283321678728,13.7746950489585,"suppressed",5.10123533781547,1.62948273350007
"1977","202341",0.46,"cato","ring",16.559191543638,45.3581406068732,-2.19516,0.827586207,313,176.682955158025,17.6682955158025,2.87177181964163,2.68267750820993,14.624197330248,"suppressed",5.10123533781547,1.62948273350007
"1966","130992",1.01,"cato","ring",16.559191543638,45.3581406068732,-2.19516,0.827586207,319,112.005737971808,11.2005737971808,2.41596500887988,2.39004953570088,10.9140345640035,"suppressed",5.73154591113285,1.74598528685801
"1977","130992",0.7,"cato","ring",16.559191543638,45.3581406068732,-2.19516,0.827586207,319,130.005512355924,13.0005512355924,2.56499175930044,2.48572470947088,12.0098207326196,"suppressed",5.73154591113285,1.74598528685801
"1999","130992",1.18,"cato","ring",16.559191543638,45.3581406068732,-2.19516,0.827586207,319,154.354868260462,15.4354868260462,2.73666919785494,2.59594162502287,13.4092078642465,"suppressed",5.73154591113285,1.74598528685801
"1966","62369",0.82,"cato","ring",16.559191543638,45.3581406068732,-2.19516,0.827586207,297,237.790648007055,23.7790648007055,3.16880556335329,2.87337317167281,17.6966113424665,"intermediate",7.82358871490089,2.05714336423692
"1977","62369",0.82,"cato","ring",16.559191543638,45.3581406068732,-2.19516,0.827586207,297,259.262294334308,25.9262294334308,3.2552551756886,2.92887382279208,18.7065517374861,"intermediate",7.82358871490089,2.05714336423692
"1999","62369",0.71,"cato","ring",16.559191543638,45.3581406068732,-2.19516,0.827586207,297,286.959471587744,28.6959471587744,3.35675589881396,2.99403728703856,19.9661289832589,"intermediate",7.82358871490089,2.05714336423692
"1966","131183",0.52,"cato","ring",16.559191543638,45.3581406068732,-2.19516,0.827586207,298,156.599870052184,15.6599870052184,2.75110886075506,2.60521188860475,13.5340927189733,"intermediate",5.62431199445623,1.72709862851308
"1977","131183",1,"cato","ring",16.559191543638,45.3581406068732,-2.19516,0.827586207,298,161.655253582582,16.1655253582582,2.78288091038688,2.62560954446838,13.8129912529282,"intermediate",5.62431199445623,1.72709862851308
"1999","131183",0.58,"cato","ring",16.559191543638,45.3581406068732,-2.19516,0.827586207,298,172.782971043711,17.2782971043711,2.84945121131907,2.66834767766684,14.416129410142,"intermediate",5.62431199445623,1.72709862851308
"1966","171194",0.95,"cato","ring",16.559191543638,45.3581406068732,-2.19516,0.827586207,313,185.622301306063,18.5622301306063,2.92112887803872,2.71436473970086,15.0950177599128,"intermediate",5.98856514956096,1.78985184245804
"1977","171194",0.94,"cato","ring",16.559191543638,45.3581406068732,-2.19516,0.827586207,313,197.233917696855,19.7233917696855,2.98180533081915,2.7533190223859,15.6946363838958,"intermediate",5.98856514956096,1.78985184245804
"1999","171194",0.83,"cato","ring",16.559191543638,45.3581406068732,-2.19516,0.827586207,313,206.852909289801,20.6852909289801,3.0294228645464,2.78388947903879,16.1818376250138,"intermediate",5.98856514956096,1.78985184245804
"1966","131179",1.05,"cato","ring",16.559191543638,45.3581406068732,-2.19516,0.827586207,300,265.208040749738,26.5208040749738,3.27792948442718,2.94343072900225,18.9808529010353,"intermediate",5.48585699572706,1.70217332504607
"1977","131179",0.2,"cato","ring",16.559191543638,45.3581406068732,-2.19516,0.827586207,300,280.895359857718,28.0895359857718,3.33539712213927,2.98032495241341,19.6942152878668,"intermediate",5.48585699572706,1.70217332504607
"1999","131179",1.13,"cato","ring",16.559191543638,45.3581406068732,-2.19516,0.827586207,300,289.69918535462,28.969918535462,3.36625799974631,3.00013763583713,20.0883016031315,"intermediate",5.48585699572706,1.70217332504607
"1966","152464",1.31,"cato","ring",16.559191543638,45.3581406068732,-2.19516,0.827586207,313,169.033927140434,16.9033927140434,2.82751435409124,2.65426421532657,14.2145233822191,"intermediate",5.70490839253921,1.74132692578621
"1977","152464",0.61,"cato","ring",16.559191543638,45.3581406068732,-2.19516,0.827586207,313,178.420568692365,17.8420568692365,2.88155841586665,2.68896050298639,14.7163703437467,"intermediate",5.70490839253921,1.74132692578621
"1999","152464",1.26,"cato","ring",16.559191543638,45.3581406068732,-2.19516,0.827586207,313,189.853531529716,18.9853531529716,2.9436677951948,2.72883472451506,15.3150303885176,"intermediate",5.70490839253921,1.74132692578621
"1966","111227",0.95,"cato","ring",16.559191543638,45.3581406068732,-2.19516,0.827586207,298,156.893117035201,15.6893117035201,2.75297969730086,2.60641296566715,13.550357973255,"intermediate",5.70649194550227,1.7416044645503
"1977","111227",0.56,"cato","ring",16.559191543638,45.3581406068732,-2.19516,0.827586207,298,164.354321448707,16.4354321448707,2.79943950095186,2.63624015961109,13.9606151229368,"intermediate",5.70649194550227,1.7416044645503
"1999","111227",0.69,"cato","ring",16.559191543638,45.3581406068732,-2.19516,0.827586207,298,171.01463048039,17.101463048039,2.83916401821356,2.66174329969311,14.3212335515871,"intermediate",5.70649194550227,1.7416044645503
"1966","60086",1.47,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,301,103.88,10.388,2.3406512938005,2.34169813061992,10.3988802348017,"intermediate",5.74015748130091,1.74748664572183
"1977","60086",0.86,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,301,115.63,11.563,2.44781034514682,2.41049424158426,11.1394653717576,"intermediate",5.74015748130091,1.74748664572183
"1999","60086",0.71,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,301,146.91,14.691,2.68723506138829,2.56420490941128,12.9903257767718,"intermediate",5.74015748130091,1.74748664572183
"1966","101100",0.92,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,300,89.87,8.987,2.19577908867624,2.24869017493014,9.47531669732928,"suppressed",6.16171236981042,1.81835472102764
"1999","101100",0.41,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,300,136.71,13.671,2.61527680094986,2.51800770620981,12.403859897259,"suppressed",6.16171236981042,1.81835472102764
"1977","40479",0.91,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,293,84.68,8.468,2.13629435327262,2.21050097480102,9.12028428134941,"intermediate",4.88125146660604,1.58540163506288
"1999","40479",0.91,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,293,120.29,12.029,2.48732040101194,2.43585969744966,11.4256370834098,"intermediate",4.88125146660604,1.58540163506288
"1966","90658",0.74,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,291,122.27,12.227,2.50364662116205,2.44634113078604,11.5460239481295,"intermediate",5.24570512753382,1.65740967085495
"1977","90658",0.96,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,291,142.04,14.204,2.65352361508084,2.5425621608819,12.7121999822759,"intermediate",5.24570512753382,1.65740967085495
"1999","90658",0.74,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,291,193.04,19.304,2.96031232832273,2.73952051478319,15.4795610959248,"intermediate",5.24570512753382,1.65740967085495
"1999","40485",0.82,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,294,134.19,13.419,2.59667161311882,2.50606317562228,12.2565829413833,"intermediate",5.36957454314094,1.68074867691666
"1966","90062",0.83,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,310,127.85,12.785,2.54827260874315,2.4749910148131,11.8816003542199,"intermediate",5.19545286717127,1.64778379441325
"1977","90062",1.18,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,310,142.59,14.259,2.65738828629998,2.54504327980459,12.743779622422,"intermediate",5.19545286717127,1.64778379441325
"1999","90062",0.92,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,310,186.57,18.657,2.92622141078986,2.71763414572709,15.1444502653767,"intermediate",5.19545286717127,1.64778379441325
"1966","111208",0.99,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,300,181.11,18.111,2.8965194884824,2.6985655116057,14.8584022245211,"intermediate",5.99233007625703,1.79048033085545
"1999","111208",1.02,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,300,227.14,22.714,3.12298147446945,2.84395410660939,17.1835770774584,"intermediate",5.99233007625703,1.79048033085545
"1966","70182",1.12,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,298,128.68,12.868,2.55474360937678,2.47914539721989,11.9310637394645,"intermediate",6.39792612915487,1.85597389553302
"1977","70182",0.9,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,298,143.86,14.386,2.66625551144516,2.5507360383478,12.8165337721625,"intermediate",6.39792612915487,1.85597389553302
"1999","70182",1.23,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,298,170.21,17.021,2.83444787582584,2.65871553628019,14.2779378222998,"intermediate",6.39792612915487,1.85597389553302
"1999","100956",0.87,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,301,134.2,13.42,2.59674613154354,2.50611101645095,12.2571693204942,"intermediate",5.50688473011285,1.7059990785401
"1966","90616",0.63,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,296,146.56,14.656,2.68484980793177,2.5626735766922,12.9704484891331,"suppressed",6.80411535555329,1.91752762846886
"1977","90616",1.07,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,296,160.31,16.031,2.77452434770754,2.62024463122824,13.7390841830461,"suppressed",6.80411535555329,1.91752762846886
"1999","90616",0.95,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,296,188.5,18.85,2.93651291389402,2.72424129071996,15.2448431340217,"suppressed",6.80411535555329,1.91752762846886
"1966","40549",0.59,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,295,91.71,9.171,2.21604633157681,2.26170174487231,9.59941102349389,"intermediate",5.22186823968636,1.65285523818656
"1999","40549",0.85,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,295,136.25,13.625,2.61190634054931,2.51584387063266,12.3770490015654,"intermediate",5.22186823968636,1.65285523818656
"1966","90278",0.92,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,313,84.08,8.408,2.12918363357465,2.20593589275493,9.07874432411875,"intermediate",5.18902502245622,1.64654582258562
"1977","90278",1.86,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,313,99.08,9.908,2.29334251162711,2.31132589246461,10.087791118037,"intermediate",5.18902502245622,1.64654582258562
"1999","90278",1.02,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,313,139.02,13.902,2.63203271467829,2.52876500282346,12.5380121615109,"intermediate",5.18902502245622,1.64654582258562
"1966","50340",1.11,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,294,96.23,9.623,2.26415606637426,2.29258819461228,9.90052904510545,"suppressed",6.09983011040075,1.80826092003745
"1999","50340",0.86,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,294,134.06,13.406,2.59570236793577,2.50544092021476,12.2489585887637,"suppressed",6.09983011040075,1.80826092003745
"1977","110795",1.44,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,317,121.05,12.105,2.49361859039002,2.43990313503039,11.471929460875,"intermediate",6.18507004766715,1.82213833119134
"1999","110795",0.78,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,317,147.5,14.75,2.69124308278583,2.5667780591485,13.0237948721608,"intermediate",6.18507004766715,1.82213833119134
"1977","60339",1.45,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,296,84.95,8.495,2.1394777551239,2.21254471878954,9.1389428677153,"suppressed",5.0278644190395,1.61499532517738
"1999","60339",1.16,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,296,121.24,12.124,2.49518695919556,2.44091002780355,11.4834862810062,"suppressed",5.0278644190395,1.61499532517738
"1966","110797",1.5,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,318,99.91,9.991,2.30168468775088,2.31668156953607,10.141963003707,"intermediate",6.49829065175688,1.87153916566438
"1977","110797",1.85,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,318,120,12,2.484906649788,2.4343100691639,11.4079453043834,"intermediate",6.49829065175688,1.87153916566438
"1999","110797",0.91,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,318,163.83,16.383,2.79624421183813,2.63418878400008,13.9320060116081,"intermediate",6.49829065175688,1.87153916566438
"1966","90121",1.51,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,312,105.15,10.515,2.35280280915466,2.34949940347729,10.4803219985911,"intermediate",5.32121520795449,1.67170169981693
"1977","90121",1.27,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,312,126.67,12.667,2.5390001865015,2.46903811973396,11.8110805407149,"intermediate",5.32121520795449,1.67170169981693
"1999","90121",0.82,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,312,179.45,17.945,2.88731152459957,2.69265399879292,14.7708256993061,"intermediate",5.32121520795449,1.67170169981693
"1966","40554",0.61,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,294,302.25,30.225,3.40866939650086,3.02736575255355,20.6427827060123,"intermediate",5.65098926796673,1.73183062150712
"1977","40554",1.04,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,294,328.77,32.877,3.49277332514936,3.08136047474589,21.7880242985242,"intermediate",5.65098926796673,1.73183062150712
"1999","40554",1.03,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,294,375.94,37.594,3.6268444631944,3.16743414537081,23.7464761150937,"intermediate",5.65098926796673,1.73183062150712
"1977","50299",1.06,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,297,113.9,11.39,2.43273577745909,2.40081636912874,11.0321790357842,"suppressed",5.44444040647162,1.69459497910565
"1999","50299",0.94,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,297,146.51,14.651,2.68450859251918,2.56245451639731,12.9676074900486,"suppressed",5.44444040647162,1.69459497910565
"1977","60145",1.18,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,294,133.37,13.337,2.59054212764026,2.50212804594505,12.2084464718511,"intermediate",5.44571705187288,1.69482943768203
"1999","60145",0.7,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,294,177.89,17.789,2.87858028874313,2.68704854537309,14.6882601487417,"intermediate",5.44571705187288,1.69482943768203
"1966","90276",1.26,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,312,119.07,11.907,2.47712646246904,2.42931518890512,11.3511060543859,"intermediate",5.29494491961089,1.66675257665949
"1977","90276",1.16,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,312,146.65,14.665,2.68546370242941,2.56306769695968,12.9755614132483,"intermediate",5.29494491961089,1.66675257665949
"1999","90276",0.7,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,312,211.25,21.125,3.05045717324324,2.79739350522216,16.4018396976068,"intermediate",5.29494491961089,1.66675257665949
"1977","40480",1.23,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,293,82.01,8.201,2.10425609805427,2.18993241495084,8.93460924828757,"intermediate",4.8126605735022,1.57125006497981
"1999","40480",1.01,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,293,124.21,12.421,2.51938858856206,2.45644747385684,11.6633036635464,"intermediate",4.8126605735022,1.57125006497981
"1966","90567",0.84,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,293,90.01,9.001,2.19733568227495,2.24968950802052,9.48479042776441,"intermediate",5.02925588081858,1.61527203694904
"1977","90567",1.43,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,293,98.25,9.825,2.28493015775532,2.30592516127892,10.0334565252847,"intermediate",5.02925588081858,1.61527203694904
"1999","90567",0.66,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,293,129.62,12.962,2.56202200000552,2.48381812400355,11.986944797338,"intermediate",5.02925588081858,1.61527203694904
"1977","182695",1.21,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,336,97.07,9.707,2.27284727473009,2.29816795037672,9.95592598609049,"suppressed",4.1699382315959,1.42790122313407
"1999","182695",1.09,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,336,129.99,12.999,2.56487243142588,2.48564810097542,12.0089007135635,"suppressed",4.1699382315959,1.42790122313407
"1999","10194",0.65,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,289,229.72,22.972,3.13427608300205,2.85120524528732,17.3086304194611,"intermediate",6.74853625644385,1.90932563047168
"1977","171306",1.31,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,303,141.3,14.13,2.64830019669644,2.53920872627911,12.6696418488188,"intermediate",8.88595216608261,2.18447162143402
"1999","171306",1.35,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,303,189.31,18.931,2.94080079002777,2.72699410719783,15.2868672051431,"intermediate",8.88595216608261,2.18447162143402
"1999","12032",1.62,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,289,123.9,12.39,2.51688969564105,2.45484318460155,11.6446073519537,"intermediate",4.6219336325246,1.53081315271071
"1999","190635",0.71,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,328,128.02,12.802,2.54960140871981,2.47584410439812,11.8917407484528,"suppressed",5.92923673342285,1.77989549198056
"1966","150911",1.38,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,325,87.38,8.738,2.16768133052924,2.23065141419977,9.30592611788701,"intermediate",4.76739549537739,1.56180013803769
"1977","150911",1.5,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,325,103.33,10.333,2.33534265723222,2.33828998594308,10.3634996717699,"intermediate",4.76739549537739,1.56180013803769
"1999","150911",0.93,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,325,143.77,14.377,2.66562970744046,2.55033427217677,12.8113855567217,"intermediate",4.76739549537739,1.56180013803769
"1977","151140",1.88,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,301,98.54,9.854,2.28787746412177,2.30781733196618,10.0524595103897,"suppressed",6.57492652779834,1.88326340352205
"1999","151140",0.96,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,301,128.31,12.831,2.55186411791288,2.47729676370007,11.9090279494341,"suppressed",6.57492652779834,1.88326340352205
"1999","160760",1.02,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,328,150.81,15.081,2.71343567337855,2.58102570230903,13.2106814392405,"suppressed",4.99627517338253,1.60869266948605
"1977","151123",1.65,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,305,92.89,9.289,2.22883090440538,2.26990944062826,9.67852429330545,"intermediate",5.76205380237226,1.7512939740662
